title,movieInfo,star,quote
E.T.外星人 / E.T.:TheExtra-Terrestrial / 外星人E.T./外星人,导演:StevenSpielberg   主演:HenryThomas/DeeWallace/RobertMacNa...;1982 / 美国 / 剧情科幻;;,8.5,生病的E.T.皮肤的颜色就像柿子饼。
变脸 / Face/Off / 夺面双雄,导演:吴宇森JohnWoo   主演:约翰·特拉沃尔塔JohnTravolta/尼古拉斯...;1997 / 美国 / 动作科幻犯罪惊悚;;,8.4,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯
碧海蓝天 / Legrandbleu / 碧海情深/夜海倾情,导演:LucBesson   主演:让-马克·巴尔Jean-MarcBarr/让·雷诺JeanRe...;1988 / 法国美国意大利 / 剧情爱情;;,8.7,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。
卡萨布兰卡 / Casablanca / 北非谍影(港)/卡萨布兰卡,导演:MichaelCurtiz   主演:亨弗莱·鲍嘉HumphreyBogart/英格丽·褒曼...;1942 / 美国 / 剧情爱情战争;;,8.6,世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。
彗星来的那一夜 / Coherence / 相干性/相干效应,导演:詹姆斯·沃德·布柯特JamesWardByrkit   主演:艾米丽·芭尔多尼Em...;2013 / 美国英国 / 科幻悬疑惊悚;;,8.4,小成本大魅力。
"黄金三镖客 / Ilbuono,ilbrutto,ilcattivo. / 好·坏·丑/独行侠决斗地狱门(港)",导演:SergioLeone   主演:ClintEastwood/EliWallach/LeeVanCleef;1966 / 意大利西班牙西德 / 冒险西部;;,9.1,最棒的西部片。
发条橙 / AClockworkOrange / 发条桔子/发条橙子,导演:StanleyKubrick   主演:MalcolmMcDowell/PatrickMagee/Michael...;1971 / 英国美国 / 犯罪剧情科幻;;,8.5,我完全康复了。
聚焦 / Spotlight / 焦点追击(港)/惊爆焦点(台),导演:托马斯·麦卡锡ThomasMcCarthy   主演:马克·鲁弗洛MarkRuffalo/...;2015 / 美国 / 剧情传记;;,8.8,新闻人的理性求真。
血钻 / BloodDiamond / 血腥钻石/滴血钻石,导演:爱德华·兹威克EdwardZwick   主演:莱昂纳多·迪卡普里奥Leonardo...;2006 / 美国德国 / 剧情惊悚冒险;;,8.6,每个美丽事物背后都是滴血的现实。
美国丽人 / AmericanBeauty / 美丽有罪(港)/美国心·玫瑰情(台),导演:萨姆·门德斯SamMendes   主演:凯文·史派西KevinSpacey/安妮特...;1999 / 美国 / 剧情爱情家庭;;,8.5,每个人的内心都是深不可测的大海。 
海盗电台 / TheBoatThatRocked / 出位乐人谷(港)/海盗电波,导演:理查德·柯蒂斯RichardCurtis   主演:比尔·奈伊BillNighy/肯尼...;2009 / 英国德国法国 / 剧情喜剧音乐;;,8.6,生命不止，摇滚不死。
非常嫌疑犯 / TheUsualSuspects / 刺激惊爆点(台)/普通嫌疑犯,导演:布莱恩·辛格BryanSinger   主演:史蒂芬·鲍德温StephenBaldwin/...;1995 / 德国美国 / 剧情犯罪悬疑惊悚;;,8.6,我不信仰上帝，但我敬畏上帝。
国王的演讲 / TheKing'sSpeech / 皇上无话儿(港)/王者之声：宣战时刻(台),导演:汤姆·霍珀TomHooper   主演:柯林·菲尔斯ColinFirth/杰弗里·...;2010 / 英国澳大利亚美国 / 剧情传记历史;;,8.3,皇上无话儿。
荒野生存 / IntotheWild / 浪荡天涯(港)/阿拉斯加之死(台),导演:西恩·潘SeanPenn   主演:埃米尔·赫斯基EmileHirsch/马西娅·...;2007 / 美国 / 冒险传记剧情;;,8.6,出门必备：本草纲目。
英国病人 / TheEnglishPatient / 英伦情人(台)/别问我是谁(港),导演:安东尼·明格拉AnthonyMinghella   主演:拉尔夫·费因斯RalphFien...;1996 / 美国英国 / 爱情剧情战争;;,8.5,"In memory, love lives forever..."
黑鹰坠落 / BlackHawkDown / 黑鹰降落/黑鹰计划,导演:雷德利·斯科特RidleyScott   主演:乔什·哈奈特JoshHartnett/...;2001 / 美国 / 动作历史战争;;,8.6,还原真实而残酷的战争。
我爱你 / 그대를사랑합니다 / 爱你/爱，是一生相伴(台),导演:秋昌民Chang-minChoo   主演:宋在河Jae-hoSong/李顺载Soon-jae...;2011 / 韩国 / 剧情爱情;;,9.0,你要相信，这世上真的有爱存在，不管在什么年纪 
千钧一发 / Gattaca / 变种异煞/自然人,导演:安德鲁·尼科尔AndrewNiccol   主演:伊桑·霍克EthanHawke/乌玛...;1997 / 美国 / 剧情科幻惊悚;;,8.7,一部能引人思考的科幻励志片。
遗愿清单 / TheBucketList / 玩转身前事(港)/一路玩到挂(台),导演:罗伯·莱纳RobReiner   主演:杰克·尼科尔森JackNicholson/摩根...;2007 / 美国 / 冒险喜剧剧情;;,8.5,用剩余不多的时间，去燃烧整个生命。
迁徙的鸟 / Lepeuplemigrateur / 鸟的迁徙/鸟与梦飞行,导演:雅克·贝汉JacquesPerrin/雅克·克鲁奥德JacquesCluzaud   主演:...;2001 / 法国德国意大利西班牙瑞士 / 纪录片;;,9.1,最美的飞翔。
荒岛余生 / CastAway / 浩劫重生(台)/劫后重生(港),导演:罗伯特·泽米吉斯RobertZemeckis   主演:汤姆·汉克斯TomHanks/...;2000 / 美国 / 冒险剧情;;,8.5,一个人的独角戏。
2001太空漫游 / 2001:ASpaceOdyssey / 2001：星际漫游/2001：太空奥德赛,导演:斯坦利·库布里克StanleyKubrick   主演:凯尔·杜拉KeirDullea/...;1968 / 英国美国 / 科幻惊悚冒险;;,8.7,现代科幻电影的开山之作，最伟大导演的最伟大影片。
勇士 / Warrior / 勇者无敌(台)/钢铁斗士(港),导演:加文·欧康诺GavinO'Connor   主演:汤姆·哈迪TomHardy/乔尔·...;2011 / 美国 / 剧情运动家庭;;,8.9,热血沸腾，相当完美的娱乐拳击大餐。
枪火 / 鎗火 / TheMission,导演:杜琪峰JohnnieTo   主演:吴镇宇FrancisNg/任达华SimonYam/...;1999 / 香港 / 剧情动作犯罪;;,8.7,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。
燕尾蝶 / スワロウテイル / SwallowtailButterfly/Suwarôteiru,导演:岩井俊二ShunjiIwai   主演:恰拉Chara/伊藤步AyumiIto/三上...;1996 / 日本 / 犯罪剧情;;,8.6,现实与童话交相辉映的旅程。
叫我第一名 / FrontoftheClass / 站在教室前/讲台前的我,导演:彼得·维纳PeterWerner   主演:詹姆斯·沃克JamesWolk/特里特·...;2008 / 美国 / 剧情传记;;,8.6,乐观比一切都有力量。
穆赫兰道 / MulhollandDr. / 穆荷兰大道(台)/失忆大道(港),导演:大卫·林奇DavidLynch   主演:娜奥米·沃茨NaomiWatts/劳拉·哈...;2001 / 法国美国 / 剧情悬疑惊悚;;,8.3,大卫·林奇的梦境迷宫。
海蒂和爷爷 / Heidi / 飘零燕(港)/海蒂,导演:阿兰·葛斯彭纳AlainGsponer   主演:阿努克·斯特芬AnukSteffen/...;2015 / 德国瑞士南非 / 剧情冒险家庭,9.0,
大卫·戈尔的一生 / TheLifeofDavidGale / 铁案悬谜/命悬一线,导演:AlanParker   主演:凯文·史派西KevinSpacey/凯特·温丝莱特Kat...;2003 / 美国德国英国 / 剧情犯罪悬疑;;,8.6,捍卫人权只是信仰，一点不妨碍其行为的残忍。
